[2022-07-01 11:03:32] [    INFO] 前置条件：传音统一登录开始 (conftest.py:10)
[2022-07-01 11:07:26] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:07:26] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-07-01 11:07:27] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-07-01 11:07:27] [    INFO] 输入文本：lj测试002 (basics.py:81)
[2022-07-01 11:07:28] [    INFO] 查找元素：('xpath', "//tbody//tr//td[3]//input[contains(@accept,'-nameEn')]") (basics.py:51)
[2022-07-01 11:07:28] [    INFO] 输入文本：ljtest002 (basics.py:81)
[2022-07-01 11:07:28] [    INFO] 查找元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:51)
[2022-07-01 11:07:28] [    INFO] 点击元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:110)
[2022-07-01 11:07:29] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:07:29] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:07:29] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:07:29] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:07:34] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:07:36] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:07:36] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:07:40] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:07:40] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:07:44] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:07:44] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:07:46] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'删除')]"] (basics.py:47)
[2022-07-01 11:07:46] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:07:46] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-07-01 11:07:46] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-07-01 11:07:46] [    INFO] 点击元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:110)
[2022-07-01 11:07:47] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:07:48] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:07:48] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:07:48] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:07:53] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:07:55] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:07:55] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:07:59] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:07:59] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:08:03] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:08:03] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:08:07] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:51)
[2022-07-01 11:08:07] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:107)
[2022-07-01 11:08:09] [    INFO] 查找元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:51)
[2022-07-01 11:08:09] [    INFO] 点击元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:110)
[2022-07-01 11:08:10] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:08:10] [    INFO] 获取文本：大区 (basics.py:238)
[2022-07-01 11:08:11] [    INFO] 查找元素：('xpath', "//input[@placeholder='请输入国家编码或国家名称']") (basics.py:51)
[2022-07-01 11:08:11] [    INFO] 输入文本：中国 (basics.py:81)
[2022-07-01 11:08:12] [    INFO] 查找元素：['xpath', "//div[4]/div[2]/table/tbody/tr[7]/td[4]//span[contains(text(),'添加')]"] (basics.py:47)
[2022-07-01 11:08:33] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:08:34] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:08:35] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:08:36] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:08:38] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:08:39] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:14:02] [    INFO] 前置条件：传音统一登录开始 (conftest.py:10)
[2022-07-01 11:14:05] [    INFO] 打开网页：http://10.250.112.166:9000/# (basics.py:30)
[2022-07-01 11:14:05] [    INFO] 查找元素：('xpath', "//div[@role='button']") (basics.py:51)
[2022-07-01 11:14:05] [    INFO] 点击元素：('xpath', "//div[@role='button']") (basics.py:110)
[2022-07-01 11:14:09] [    INFO] 查找元素：['xpath', "//*[contains(@id,'dropdown-menu-')]//li[1]"] (basics.py:51)
[2022-07-01 11:14:10] [    INFO] 查找元素：('xpath', "//div[@role='button']") (basics.py:51)
[2022-07-01 11:14:10] [    INFO] 点击元素：('xpath', "//div[@role='button']") (basics.py:110)
[2022-07-01 11:14:10] [    INFO] 查找元素：('id', 'tab-account') (basics.py:51)
[2022-07-01 11:14:10] [    INFO] 点击元素：('id', 'tab-account') (basics.py:110)
[2022-07-01 11:14:10] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[1]/div/div[1]/input") (basics.py:51)
[2022-07-01 11:14:11] [    INFO] 输入文本：18649572 (basics.py:72)
[2022-07-01 11:14:12] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[2]/div/div[1]/input") (basics.py:51)
[2022-07-01 11:14:12] [    INFO] 输入文本：xLily6x (basics.py:72)
[2022-07-01 11:14:13] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:51)
[2022-07-01 11:14:13] [    INFO] 获取状态：False (basics.py:244)
[2022-07-01 11:14:13] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:51)
[2022-07-01 11:14:13] [    INFO] 点击元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:110)
[2022-07-01 11:14:13] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/button") (basics.py:51)
[2022-07-01 11:14:13] [    INFO] 点击元素：('xpath', "//*[@id='pane-account']/form/button") (basics.py:110)
[2022-07-01 11:14:13] [ WARNING] 断言失败：URL为预期不一致 | URL: http://10.248.39.163:10101/#/c-login?lang=zh&source=SCM_DRP&type=simple&redirect=http%3A%2F%2F10.250.112.166%3A9000%2F%23%2F (assert_ui.py:158)
[2022-07-01 11:14:14] [    INFO] 断言成功: 该内容存在数据列表中 | word:隆江 (assert_ui.py:241)
[2022-07-01 11:14:14] [    INFO] 前置条件：传音统一登录成功 (conftest.py:17)
[2022-07-01 11:14:14] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:14:17] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:14:17] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:14:17] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:14:22] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:14:24] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:14:24] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:14:28] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:14:28] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:14:32] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:14:32] [    INFO] 获取文本：组织 (basics.py:238)
[2022-07-01 11:14:33] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-07-01 11:14:54] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:14:54] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:14:54] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:14:54] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:14:59] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:15:01] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:15:02] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:15:06] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:15:06] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:15:08] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:15:08] [    INFO] 获取文本：组织 (basics.py:238)
[2022-07-01 11:15:08] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-07-01 11:15:29] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:15:29] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:15:29] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:15:29] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:15:34] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:15:36] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:15:36] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:15:40] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:15:40] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:15:44] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:15:44] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:15:49] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:15:49] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-07-01 11:15:49] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-07-01 11:16:10] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:16:10] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:16:10] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:16:11] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:16:16] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:16:18] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:16:18] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:16:22] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:16:22] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:16:26] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:16:26] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:16:28] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:16:28] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-07-01 11:16:28] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-07-01 11:16:49] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:16:49] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:16:49] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:16:49] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:16:54] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:16:56] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:16:56] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:17:00] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:17:00] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:17:04] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:17:04] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:17:08] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:51)
[2022-07-01 11:17:09] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:107)
[2022-07-01 11:17:11] [    INFO] 查找元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:51)
[2022-07-01 11:17:11] [    INFO] 点击元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:110)
[2022-07-01 11:17:12] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:17:12] [    INFO] 获取文本：大区 (basics.py:238)
[2022-07-01 11:17:12] [    INFO] 查找元素：('xpath', "//input[@placeholder='请输入国家编码或国家名称']") (basics.py:51)
[2022-07-01 11:17:12] [    INFO] 输入文本：中国 (basics.py:81)
[2022-07-01 11:17:14] [    INFO] 查找元素：['xpath', "//div[4]/div[2]/table/tbody/tr[7]/td[4]//span[contains(text(),'添加')]"] (basics.py:47)
[2022-07-01 11:17:35] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:37] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:38] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:39] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:40] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:41] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:42] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:43] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:44] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:46] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:47] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:17:48] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:19:36] [    INFO] 前置条件：传音统一登录开始 (conftest.py:10)
[2022-07-01 11:19:39] [    INFO] 打开网页：http://10.250.112.166:9000/# (basics.py:30)
[2022-07-01 11:19:39] [    INFO] 查找元素：('xpath', "//div[@role='button']") (basics.py:51)
[2022-07-01 11:19:39] [    INFO] 点击元素：('xpath', "//div[@role='button']") (basics.py:110)
[2022-07-01 11:19:43] [    INFO] 查找元素：['xpath', "//*[contains(@id,'dropdown-menu-')]//li[1]"] (basics.py:51)
[2022-07-01 11:19:44] [    INFO] 查找元素：('xpath', "//div[@role='button']") (basics.py:51)
[2022-07-01 11:19:44] [    INFO] 点击元素：('xpath', "//div[@role='button']") (basics.py:110)
[2022-07-01 11:19:44] [    INFO] 查找元素：('id', 'tab-account') (basics.py:51)
[2022-07-01 11:19:44] [    INFO] 点击元素：('id', 'tab-account') (basics.py:110)
[2022-07-01 11:19:45] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[1]/div/div[1]/input") (basics.py:51)
[2022-07-01 11:19:45] [    INFO] 输入文本：18649572 (basics.py:72)
[2022-07-01 11:19:46] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[2]/div/div[1]/input") (basics.py:51)
[2022-07-01 11:19:47] [    INFO] 输入文本：xLily6x (basics.py:72)
[2022-07-01 11:19:48] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:51)
[2022-07-01 11:19:48] [    INFO] 获取状态：False (basics.py:244)
[2022-07-01 11:19:48] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:51)
[2022-07-01 11:19:48] [    INFO] 点击元素：('xpath', "//*[@id='pane-account']/form/div[4]/label/span/span") (basics.py:110)
[2022-07-01 11:19:48] [    INFO] 查找元素：('xpath', "//*[@id='pane-account']/form/button") (basics.py:51)
[2022-07-01 11:19:48] [    INFO] 点击元素：('xpath', "//*[@id='pane-account']/form/button") (basics.py:110)
[2022-07-01 11:19:48] [ WARNING] 断言失败：URL为预期不一致 | URL: http://10.248.39.163:10101/#/c-login?lang=zh&source=SCM_DRP&type=simple&redirect=http%3A%2F%2F10.250.112.166%3A9000%2F%23%2F (assert_ui.py:158)
[2022-07-01 11:19:48] [    INFO] 断言成功: 该内容存在数据列表中 | word:隆江 (assert_ui.py:241)
[2022-07-01 11:19:48] [    INFO] 前置条件：传音统一登录成功 (conftest.py:17)
[2022-07-01 11:19:48] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-07-01 11:19:51] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-07-01 11:19:51] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-07-01 11:19:51] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-07-01 11:19:56] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-07-01 11:19:58] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-07-01 11:19:58] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-07-01 11:20:02] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-07-01 11:20:02] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-07-01 11:20:06] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:51)
[2022-07-01 11:20:06] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark业务区']"] (basics.py:107)
[2022-07-01 11:20:10] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:51)
[2022-07-01 11:20:10] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='Xpark区']"] (basics.py:107)
[2022-07-01 11:20:12] [    INFO] 查找元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:51)
[2022-07-01 11:20:12] [    INFO] 点击元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:110)
[2022-07-01 11:20:13] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-07-01 11:20:14] [    INFO] 获取文本：大区 (basics.py:238)
[2022-07-01 11:20:14] [    INFO] 查找元素：('xpath', "//input[@placeholder='请输入国家编码或国家名称']") (basics.py:51)
[2022-07-01 11:20:14] [    INFO] 输入文本：中国 (basics.py:81)
[2022-07-01 11:20:16] [    INFO] 查找元素：['xpath', "//div[4]/div[2]/table/tbody/tr[8]/td[4]//span[contains(text(),'添加')]"] (basics.py:47)
[2022-07-01 11:22:43] [    INFO] 前置条件：传音统一登录开始 (conftest.py:10)
[2022-07-01 11:22:46] [    INFO] 打开网页：http://10.250.112.166:9000/# (basics.py:30)
